mnId,mnMonth,mnDay,mnSid,mnName,mnAlpha,mnFname,mnGender,mnDate,mnLoc,mnDisp,mnFlevel,mnFast,mnCollect,mnIndiv,mnIcon,mnFlag,mnSermonURL,mnSort
1137,4,3,100979,"Martyrs Elpidephorus, Dius, Bithonius, and Galycus",ELPIDEPHORUS,"Martyrs Elpidephorus, Dius, Bithonius, and Galycus","","","","",0,0,1,1,"",0,,1000
1141,4,3,100983,"&ldquo;Unfading Flower&rdquo; Icon of the Mother of God ",ICON,"&ldquo;Unfading Flower&rdquo; Icon of the Mother of God ","","","","",0,0,1,1,april/0403icon-unfadingbloom05.jpg,0,,1000
1142,4,4,100984,Ven. Joseph the Hymnographer,JOSEPH,Venerable Joseph the Hymnographer,m,883,"","",0,0,1,1,april/0404joseph-hymnographer.jpg,0,,1000
1143,4,4,100985,Ven. George of Mt. Maleon in the Peloponnesus,GEORGE,Venerable George of Mount Maleon in the Peloponnesus,m,6th century,"Mt. Maleon, Peloponnesus","",0,0,1,1,april/0404george-mtmaleon.jpg,0,,1000
1144,4,4,100986,"Ven. Joseph the Much-ailing, of the Kiev Caves",JOSEPH,"Venerable Joseph the Much-Ailing, of the Kiev Far Caves",m,14th century,"Kiev Caves, Far Caves","Far Caves&mdash;14th c.",0,0,1,1,april/0404josephmuch-ailingkiev.jpg,0,,1000
1145,4,4,100987,"Ven. Zosimas, Abbot of Vorboz&oacute;msk",ZOSIMAS,"Venerable Zosimas, Abbot of Vorbozomsk",m,ca. 1550,Vorbozomsk,"",0,0,1,1,april/0404zosimasvorbozomsk.jpg,0,,1000
1146,4,4,100988,"Ven. Zosimas, of Palestine",ZOSIMAS,Venerable Zosimas of Palestine,m,560,Palestine,4th c.,0,0,1,1,april/0404zosimas-palestine.jpg,0,,1000
1147,4,4,100989,"Virgin Martyr Pherbutha of Persia, her sister, and servants",PHERBUTHA,"Virgin Martyr Pherbutha (Phermoutha) of Persia, with her sister, and servant",f,341-343,Persia,"",0,0,1,1,april/0404pherbuthapersia.jpg,0,,1000
1150,4,4,100992,Martyr Niketas of Pojani,NIKETAS,New Martyr Niketas of Pojani and Serres,,1808,"Pojani, Serres, Bulgaria",,0,0,1,1,april/0404nikitalg.jpg,0,,1000
1151,4,4,100993,"St. Isidore, Bishop of Seville",ISIDORE,"Saint Isidore, Bishop of Seville",m,636,Seville,"",0,0,1,1,april/0404saint-isidore.jpg,0,,1000
1152,4,4,100994,"Ven. Theonas, Archbishop of Thessalonica",THEONAS,"Venerable Theonas, Archbishop of Thessalonica",m,1545,"Thessalonica, Greece","",0,0,1,1,april/0404theonasthessalonika.jpg,0,,1000
1153,4,4,103835,St George,GEORGE,Saint George Mtsire of Georgia,m,9th century,Georgia,"",0,0,0,1,"",0,,1000
1154,4,5,100997,Martyrs Agathopodes the Deacon and Theodulus the Reader at Thessalonica,AGATHOPODES,Martyrs Agathopodes the Deacon and Theodulus the Reader at Thessalonica,"",ca. 303,"Thessalonica, Greece","",0,0,1,1,april/0405agathopodes.jpg,0,,1000
1156,4,5,100999,Ven. Publius of Egypt,PUBLIUS,Venerable Publius of Egypt,m,4th century,Egypt,"",0,0,1,1,april/0405publiusegypt.jpg,0,,1000
1157,4,5,101000,"Ss. Theonas, Simeon and Phorbinus, of Egypt",THEONAS,Saint Theonas of Egypt,f,4th century,Egypt,"",0,0,1,1,april/0405theonas.jpg,0,,1000
1158,4,5,101001,St Simeon,SIMEON,Saint Simeon of Egypt,"",4th century,Egypt,"",0,0,0,1,april/0405simeon.jpg,0,,1000
1159,4,5,101002,St Phorbinus,PHORBINUS,Saint Phorbinus of Egypt,"",4th century,Egypt,"",0,0,0,1,"",0,,1000
1160,4,5,101003,"Ven. Mark the Anchorite, of Athens",MARK,Venerable Mark the Anchorite of Athens,m,400,"Athens, Greece","",0,0,1,1,/april/0405mark-anchorite-athenstrache.jpg,0,,1000
1161,4,5,101004,"St. Plato the Confessor, of Studion",PLATO,Saint Plato the Confessor of Studion,"",814,Studion Monastery,"",0,0,1,1,april/0405.plato.jpg,0,,1000
1162,4,5,101005,Ven. Theodora of Thessalonica,THEODORA,Venerable Theodora of Thessalonica,f,892,"Thessalonica, Greece","",0,0,1,1,april/0405claudius-theodorathessalonica-upomoni.jpg,0,,1000
1163,4,5,101006,"Translation of the Relics of St. Job, Patriarch of Moscow and All Russia",JOB,"Translation of the relics of Saint Job, Patriarch of Moscow and All Russia","",1652,"Moscow, Russia","",0,0,1,1,april/0405jobmoscow.jpg,0,,1000
1164,4,5,101007,Icon of the Mother of God of Kasperov,ICON,Icon of the Mother of God of Kasperov,"",nineteenth century,Cherson,"",0,0,0,1,june/0629kasperovskicon.jpg,0,,1000
1165,4,5,205338,Martyr Claudius and those with him,CLAUDIUS,Martyr Claudius and those with him,"","","","",0,0,0,1,april/0405claudius-theodorathessalonica-upomoni.jpg,0,,1000
1166,4,5,205339,Martyr Hypomone,EVPOMONI,Martyr Hypomone,"","","","",0,0,0,1,april/0405evpomoni.jpg,0,,1000
1167,4,6,101008,"St. Eutychius, Patriarch of Constantinople",EUTYCHIUS,"Saint Eutychius, Patriarch of Constantinople",m,582,Constantinople,"",0,0,1,1,april/0406eutychiusconstantinop.jpg,0,,1000
1168,4,6,101009,"St. Methodius, Equal-to-the-Apostles, Archbishop of Moravia and Enlightener of the Slavs",METHODIUS,"Saint Methodius, Equal of the Apostles, Archbishop of Moravia, Enlightener of the Slavs","",885,Moravia,"",0,0,1,1,april/0406methodius-enlightener-slavs0008.jpg,0,,1000
1169,4,6,101010,"St. Platonis of Nisibis, Syria",PLATONIDA,"Saint Platonis of Nisibis, Syria",,308,"Nisibis, Syria","Syria&mdash;308",0,0,1,1,april/0406platonisnisibis.jpg,0,,1000
1170,4,6,101011,120 Martyrs of Persia,120 MARTYRS,120 Martyrs of Persia,"",344-347,Persia,"",0,0,1,1,"",0,,1000
1171,4,6,101012,Martyrs Jeremiah and Presbyter Archilias,JEREMIAH,Martyrs Jeremiah and Presbyter Archilias,"",3rd century,"","",0,0,1,1,"",0,,1000
1173,4,6,101014,Ven. Gregory the Byzantine,GREGORY,Venerable Gregory the Byzantine,m,1308,Mt. Athos,"",0,0,1,1,april/0406gregory.jpg,0,,1000
1174,4,6,101015,Monastic Martyr Gennadios of Dionysiou,GENNADIOS,Monastic Martyr Gennadios of Dionysiou on Mount Athos,,1818,"Mt. Athos, Dionysiou","Mt. Athos&mdash;1818",0,0,1,1,,0,,1000
1175,4,7,101016,"Repose of St. Tikhon, Patriarch of Moscow and All Russia and Enlightener of North America",TIKHON,"Repose of Saint Tikhon, Patriarch of Moscow, Enlightener of North America",m,1925,"America, Moscow","1925&mdash;March 25 O.S.",1,0,1,1,april/0407tikhon-moscow0022.jpg,0,,1000
1176,4,7,101023,"St. George the Confessor, Bishop of Mytilene",GEORGE,"Saint George the Confessor, Bishop of Mytilene",m,ca. 821,Mytilene,9th c.,0,0,1,1,april/0407georgemitylene.jpg,0,,1000
1177,4,7,101017,"Ven. Daniel, Abbot of Pereslavl-Zalessky",DANIEL,"Venerable Daniel, Abbot of Pereslavl-Zalessky",m,1540,Pereslavl-Zalessky,"",0,0,1,1,april/0407danielpereyaslavl.jpg,0,,1000
1178,4,7,101018,Martyr Calliopus at Pompeiopolis in Cilicia,CALLIOPIUS,Martyr Calliopius at Pompeiopolis in Cilicia,"",304,"Cilicia, Pompeiopolis","",0,0,1,1,"",0,,1000
1179,4,7,101019,"Martyrs Rufinus the Deacon, Aquilina, and 200 soldiers with them at Sinope",RUFINUS,"Martyrs Rufinus the Deacon, Aquilina, and 200 soldiers with them at Sinope","",ca. 310,Sinope,"",0,0,1,1,april/0407rufinus.jpg,0,,1000
1182,4,7,101022,Ven. Serapion of Egypt,SERAPION,Venerable Serapion of Egypt,m,5th century,Egypt,"",0,0,1,1,"",0,,1000
1183,4,8,101024,"Holy Apostles of the Seventy: Herodion, Agabus, Asyncritus, Rufus, Phlegon, Hermes, and those with them",HERODION,"Apostle Herodion of the Seventy, and those with Him",m,1st century,Patara,"",0,0,1,1,april/0408herodion&frs.jpg,0,,1000
1189,4,8,101030,"St. Niphon, Bishop of Novgorod",NIPHON,"Saint Niphon, Bishop of Novgorod","",1156,Novgorod,"",0,0,1,1,april/0408niphontnovgorod.jpg,0,,1000
1190,4,8,101031,"Ven. Rufus the Obedient, of the Kiev Caves",RUFUS,Venerable Rufus the Obedient of the Kiev Far Caves,m,14th century,"Kiev Caves, Far Caves","Far Caves&mdash;14th c.",0,0,1,1,april/0407rufus-obedient-pechersk.jpg,0,,1000
1191,4,8,101032,Martyr Pausilippus of Heraclea in Thrace,PAUSILIPPUS,Martyr Pausilippus of Heraclea in Thrace,"",117-138,"Thrace, Heraclea",2nd c.,0,0,1,1,april/0408pausilippus.jpg,0,,1000
1192,4,8,101033,"St. Celestine, Pope of Rome",CELESTINE,"Saint Celestine, Pope of Rome","",432,Rome,"",0,0,1,1,april/0408celestine-rome.jpg,0,,1000
1193,4,8,101034,The SPANISH Icon of the Mother of God,ICON,"&ldquo;Spanish&rdquo; Icon of the Mother of God","","","","",0,0,1,1,"",0,,1000
1194,4,9,101035,"Martyr Eupsychius of C&aelig;sarea in Cappadocia",EUPSYCHIUS,"Martyr Eupsychius of Caesarea, in Cappadocia","",362,"Caesarea, Cappadocia","",0,0,1,1,april/0409eupsychius.jpg,0,,1000
1195,4,9,101036,"Martyrs Desan&mdash;Bishop, Mariabus&mdash;Presbyter, Abdiesus, and 270 others in Persia",DESAN,"Hieromartyr Desan, Bishop in Persia, and 272 others with him","",363-364,Persia,"",0,0,1,1,april/0409desan.n.co.jpg,0,,1000
1199,4,9,101040,Monastic Martyr Bademus (Vadim) of Persia,BADEMUS,Monastic Martyr Bademus (Vadim) of Persia,"",376,Persia,"",0,0,1,1,april/0409bademus.jpg,0,,1000
1200,4,9,103922,"St. Eleni (also called Susanna), new martyr of Lesbos",ELENI,"Saint Eleni (also called Susanna), New Martyr of Lesbos","",1463,"Lesbos, Greece","",0,0,0,1,"",0,,1000
1201,4,9,108897,"New Martyrs Raphael, Nicholas, and Irene of Lesbos",RAPHAEL,"New Martyrs Raphael, Nicholas, and Irene of Lesbos",,1463,"Lesbos, Greece",,0,0,0,1,pascha/br-tu-raphael-nicholas-irene-lesvos.jpg,0,,1000
1205,4,10,101041,"Martyrs Terence, Pompeius, Africanus, Maximus, Zeno, Alexander, Theodore, Macarius, and 33 others, beheaded at Carthage",TERENCE,Martyr Terence and 40 others beheaded at Carthage,"",249-251,Carthage,3rd c.,0,0,1,1,april/0410terence.n.co.jpg,0,,1000
1213,4,10,101049,"Martyrs James (Jacob) the Presbyter, and Azadanes and Abdicius&mdash;Deacons, of Persia",JAMES,"Martyrs James (Jacob) the Presbyter, and Azadanes and Abdicius, Deacons, of Persia","",ca. 380,Persia,"",0,0,1,1,april/0410james.n.co.jpg,0,,1000
1216,4,10,103836,Martyrs  of the Kvabtakhevi Monastery in Georgia,NUNS,Martyrs of the Kvabtakhevi Monastery in Georgia,f,1386,Georgia,"",0,0,0,1,april/0410qvataxeveli motsameni.jpg,0,,1000
1218,4,11,101052,"Hieromartyr Antipas, Bishop of Pergamum, disciple of St. John the Theologian",ANTIPAS,"Hieromartyr Antipas, Bishop of Pergamum and Disciple of Saint John the Theologian",m,ca. 68,Pergamum,92,0,0,1,1,april/0411antipas-pergamon0012.jpg,0,,1000
1219,4,11,101053,"Ven. Jacob (James), Abbot of Zheleznob&oacute;rovsk (1442), and his fellow ascetic, James",JAMES,"Venerable James, Abbot of Zheleznoborov",m,1442,Zheleznoborov,*,0,0,1,1,april/0411jameszhelesnobr.jpg,0,,1000
1220,4,11,101054,"St. Varson&uacute;fii (Barsanuphius), Bishop of Tver&rsquo;",BARSANUPHIUS,"Saint Barsanuphius, Bishop of Tver","",1576,"Tver, Russia","",0,0,1,1,april/0411barsanuphiustver.jpg,0,,1000
1221,4,11,101055,Martyrs Processus and Martinian of Rome,PROCESSUS,Martyrs Processus and Martinian of Rome,"",ca. 67,Rome,1st c.,0,0,1,1,april/0411processusmartinian.jpg,0,,1000
1223,4,11,101057,"Ven. Pharmuthius, Anchorite, of Egypt",PHARMUTHIUS,Venerable Pharmuthius the Anchorite of Egypt,m,4th century,Egypt,"",0,0,1,1,april/0411pharmuthiusjohn.jpg,0,,1000
1224,4,11,101058,"Ven. John, disciple of Ven. Gregory of Decapolis",JOHN,"Venerable John, disciple of Venerable Gregory of Decapolis",m,9th century,Decapolis,"",0,0,1,1,april/0411pharmuthiusjohn.jpg,0,,1000
1225,4,11,101059,"St. Callinicus of Cernica, Bishop of Rimnicului in Romania",CALLINICUS,"Saint Callinicus of Cernica, Bishop of Rimnicului in Romania","",1868,"Romania, Rimnicului, Cernica","",0,0,1,1,"",0,,1000
4460,12,2,100484,Ven. Alexei (Kabalyuk),ALEXIS,Venerable Alexei (Kabalyuk),m,1947,"Iza, Ukraine",,1,0,1,1,december/1202alexei-kabalyuk.jpg,0,,1000
4461,12,12,100485,Saint Mardarije (Uskokovic) of Libertyville,MARDARIJE,Saint Mardarije (Uskokovic) of Libertyville,m,1935,"Ann Arbor, MI",,1,0,1,1,december/1212.mardarije.jpg,0,,1000
1227,4,12,101061,"St. Basil the Confessor, Bishop of Parium",BASIL,"Saint Basil the Confessor, Bishop of Parium","",754,Parium,8th c.,0,0,1,1,april/0412basilconfessor.jpg,0,,1000
1228,4,12,101062,"Hieromartyr Zeno, Bishop of Verona",ZENO,"Hieromartyr Zeno, Bishop of Verona","",ca. 260,Verona,"",0,0,1,1,april/0412zenoverona.jpg,0,,1000
1229,4,12,101063,"Ven. Isaac the Syrian, Abbot of Spoleto",ISAAC,"Saint Isaac the Syrian, Abbot of Spoleto",m,550,"Spoleto, Syria","",0,0,1,1,april/0412isaacsyrian2.jpg,0,,1000
1230,4,12,101064,"Monastic Martyrs Menas, David, and John, of Palestine",MENAS,"Monastic Martyrs Menas, David, and John, of Palestine","",After 636,Palestine,7th c.,0,0,1,1,"",0,,1000
1233,4,12,101067,Venerable Anthusa of Constantinople,ANTHUSA,Venerable Anthusa of Constantinople,f,801,Constantinople,"",0,0,1,1,april/0412anthusa.jpg,0,,1000
1234,4,12,101068,"Ven. Athanasia, Abbess, of Aegina",ATHANASIA,"Venerable Athanasia, Abbess of Aegina",f,860,Aegina,"",0,0,1,1,april/0412athanasiaaegina.jpg,0,,1000
1235,4,12,101069,"Ven. Acacius the Younger, of Kavsokalyvia",ACACIUS,Venerable Acacius the Younger of Mount Athos,m,1730,Mt. Athos,"Mt. Athos&mdash;1730",0,0,1,1,april/0412acacius-younger.jpg,0,,1000
1236,4,12,101070,Murom Icon of the Mother of God,ICON,Murom Icon of the Mother of God,"",12th century,Murom,"",0,0,0,1,april/0412muromskicon.jpg,0,,1000
1237,4,12,101071,Icon of the Mother of God of Belynich,ICON,Belynich Icon of the Mother of God,"",8th century,"","",0,0,0,1,april/0412belynich.jpg,0,,1000
1238,4,13,101072,Hieromartyr Artemon of Laodikeia in Syria,ARTEMON,Hieromartyr Artemon of Laodikeia,m,303,"Syria, Laodicea",,0,0,1,1,april/0413artemonlaodicea.jpg,0,,1000
1239,4,13,101073,"Martyr Crescens, of Myra in Lycia",CRESCENS,Martyr Crescens of Myra in Lycia,"","","Lycia, Myra","",0,0,1,1,april/0413crescens.jpg,0,,1000
1240,4,13,101074,"Martyr Thoma&iuml;s, of Alexandria",THOMAIS,Martyr Thomais of Alexandria,f,476,"Alexandria, Egypt",5th c.,0,0,1,1,april/0413thomais.jpg,0,,1000
1241,4,14,101075,"St. Martin the Confessor, Pope of Rome",MARTIN,"Saint Martin the Confessor, Pope of Rome","",655,Rome,"",0,0,1,1,april/0414martin-rome.jpg,0,,1000
1242,4,14,101076,"Martyrs Anthony, John, and Eustathius of Vilnius",ANTHONY,"Martyrs Anthony, John, and Eustathius of Vilnius","",1347,"Vilnius, Lithuania","Lithuania&mdash;1347",0,0,1,1,april/0414anthonyjohneustathius.jpg,0,,1000
1245,4,14,101079,Martyr Ardalion the Actor,ARDALION,Martyr Ardalion the Actor,"",305-311,"",4th c.,0,0,1,1,"",0,,1000
1246,4,14,101080,"Martyr Azades the Eunuch and 1,000 Martyrs of Persia",AZADES,"Martyr Azades the Eunuch and 1,000 Martyrs of Persia","",ca. 341,Persia,"",0,0,1,1,"",0,,1000
1248,4,14,101082,Vil'na Icon of the Mother of God,ICON,Vil'na Icon of the Mother of God,,,"Vilnius, Lithuania",,0,0,0,1,april/0414vilno.jpg,0,,1000
1249,4,15,101083,"Apostles of the Seventy: Aristarchus, Pudens and Trophimus",ARISTARCHUS,Apostle Aristarchus of the Seventy,m,ca. 67,Rome,"",0,0,1,1,april/0415aristarchus.jpg,0,,1000
1250,4,15,101084,Apostle Pudens,PUDENS,Apostle Pudens of the Seventy,m,ca. 67,"","",0,0,0,1,april/0415aristarchtrophimpudens.jpg,0,,1000
1251,4,15,101085,Apostle Trophimus,TROPHIMUS,Apostle Trophimus of the Seventy,m,ca. 67,Rome,"",0,0,0,1,april/0415trophimus.jpg,0,,1000
1252,4,15,101086,"Martyrs Basilissa (Vasilissa) and Anastasia of Rome, disciples of Apostles Peter and Paul",BASILISSA,"Martyrs Basilissa  and Anastasia of Rome, disciples of Apostles Peter and Paul","",ca. 68,Rome,1st c.,0,0,1,1,april/0415basillissaanastasia.jpg,0,,1000
1254,4,15,101088,Martyr Suchias and his company in Georgia,SUCHIAS,Martyr Suchias and his Soldiers in Georgia,"",100-130,Georgia,2nd c.,0,0,1,1,april/0415martyrsukia-companions.jpg,0,,1000
1271,4,15,101105,"Martyr Savva the Goth, of Wallachia",SAVVA,Martyr Savva the Goth of Wallachia,"",372,Wallachia,"",0,0,1,1,"",0,,1000
1272,4,25,149026,St Basil,BASIL,Saint Basil of Poiana Marului,"",1767,"Wallachia, Romania","",0,0,0,1,"",0,,1000
1273,4,15,205456,St Ephraim,EPHRAIM,Saint Ephraim the Great of Atsquri,"",9th century,Georgia,"",0,0,0,1,april/0415ephrem-thegreat.jpg,0,,1000
1274,4,16,101106,"Virgin Martyrs Agape, Irene and Chionia, in Illyria",AGAPE,"Virgin Martyrs Agape, Irene and Chionia, in Illyria",f,304,Thessalonica,"",0,0,1,1,april/0416agape.irene.chiopia.jpg,0,,1000
1277,4,16,101109,"Martyrs Leonidas, Chariessa, Nice (Nika, Victoria), Galina, Kalista (Kalisa), Nunechia, Basilissa, Theodora, and Irene, of Corinth",LEONIDAS,"Martyrs Leonidas, Chariessa, Nice, Galina, Kalista, Nunechia, Basilissa, Theodora, and Irene, of Corinth","",258,Corinth,"",0,0,1,1,april/0416calisa.leonidas.chariessa.jpg,0,,1000
1286,4,16,101118,Monastic Martyr Christopher of Dionysiou,CHRISTOPHER,"Monastic Martyr Christopher of Dionysiou, Mount Athos","",1818,"Mt. Athos, Dionysiou","Mt. Athos&mdash;1818",0,0,1,1,"",0,,1000
1287,4,16,101119,Hieromartyr Nikḗtas,NIKETAS,Hieromartyr Nikḗtas,"","","","",0,0,1,1,"",0,,1000
1288,4,16,101121,"The Weeping &ldquo;IL&rsquo;INSKO-CHERNIGOV&rdquo; (1658) and the TAMBOV Icons of the Mother of God",ICON,"Weeping &ldquo;Ilyin Chernigov&rdquo; Icon of the Mother of God","",1658,Chernigov,"",0,0,1,1,"",0,,1000
1289,4,16,205341,Tambov (Utkino) Icon of the Mother of God,ICON,Tambov (Utkino) Icon of the Mother of God,"","",Tambov,"",0,0,0,1,april/0416tambov.jpg,0,,1000
1290,4,17,101122,"Hieromartyr Simeon, Bishop in Persia, and those with him: Martyrs Abdechalas and Ananias&mdash;Presbyters, Usthazanes, Fusicus (Pusicius), Ascitrea, Azades the Eunuch, and many others",SIMEON,"Hieromartyr Simeon, Bishop in Persia, and those with him","",344,Persia,"",0,0,1,1,april/0417simeon.ananias.jpg,0,,1000
1297,4,17,101129,"Saint Akakios, Bishop of Melitēnḗ",ACACIUS,"Saint Akakios, Bishop of Melitēnḗ",,ca. 435,Melitene,ca. 433,0,0,1,1,,0,,1000
1298,4,17,101130,"Ven. Zos&iacute;ma, Abbot of Solov&eacute;tsky Monastery",ZOSIMAS,"Venerable Zosimas, Abbot of Solovki",m,1478,Solovki,"",0,0,1,1,april/0417czosimas.jpg,0,,1000
1299,4,17,101131,"Uncovering of the Relics of Ven. Alexander, Abbot of Svir",ALEXANDER,"Uncovering of the relics of Venerable Alexander, Abbot of Svir","",1641,Svir,"",0,0,1,1,april/0417alexanderofsvir.jpg,0,,1000
1300,4,17,101132,Martyr Adrian of Corinth,ADRIAN,Martyr Adrian of Corinth,"",251,Corinth,"",0,0,1,1,"",0,,1000
1301,4,17,101133,"St. Agapitus, Pope of Rome",AGAPITUS,"Saint Agapitus, Pope of Rome","",536,Rome,"",0,0,1,1,april/0417agapitusrome.jpg,0,,1000
1302,4,17,101134,Repose of Ven. Makarios of Corinth,MAKARIUS,Venerable Makarius of Corinth,m,1805,Corinth,"",0,0,1,1,april/0417macarios-corinth.jpg,0,,1000
1303,4,18,101135,"Ven. John, disciple of Ven. Gregory of Decapolis",JOHN,"Venerable John, disciple of Venerable Gregory of Decapolis",m,820-850,Decapolis,9th c.,0,0,1,1,april/0418johndecapolite.jpg,0,,1000
1304,4,18,101136,"Martyrs Victor, Zoticus, Zeno, Acindynus, and Severian, of Nicomedia",VICTOR,"Martyr Victor, and his companions, of Nicomedia","",303,Nicomedia,"",0,0,1,1,april/0418victor.jpg,0,,1000
1309,4,18,101141,"St. Cosmas, Bishop of Chalcedon, and his fellow ascetic, St. Auxentius",COSMAS,"Saint Cosmas, Bishop of Chalcedon, and his fellow ascetic, Saint Auxentius",m,815-820,Chalcedon,"",0,0,1,1,april/0418cosmaschalcedon.jpg,0,,1000
1311,4,18,101143,New Martyr John the New of Epirus,JOHN,New Martyr John the New of Epirus,"",1526,Epirus,"",0,0,1,1,april/0418johnofepirus.jpg,0,,1000
1312,4,18,101144,"Ven. Evfimii (Euthymius), Enlightener of Karelia; and the Righteous Anthony and Felix",EUTHYMIUS,"Venerable Euthymius, Enlightener of Karelia, Finland and the Righteous Anthony and Felix",m,"","Karelia, Finland","",0,0,1,1,april/0418euthymius-karelia.jpg,0,,1000
1313,4,18,101145,"&ldquo;Maximov&rdquo; Icon of the Mother of God ",ICON,"&ldquo;Maximov&rdquo; Icon of the Mother of God ","",1299,Maximov,"",0,0,0,1,april/0418maxim.jpg,0,,1000
1314,4,18,103839,St Basil,BASIL,Saint Basil Ratishvili of Georgia,"",13th century,Georgia,"",0,0,0,1,april/0418basil-ratishvili.jpg,0,,1000
1316,4,19,101146,Ven. John of the Ancient Caves in Palestine,JOHN,Venerable John of the Ancient Caves in Palestine,m,8th century,"Ancient Caves, Palestine","",0,0,1,1,april/0419johnancientcaves.jpg,0,,1000
1317,4,19,101147,"Martyrs Christopher, Theonas, and Anthony, at Rome",CHRISTOPHER,"Martyrs Christopher, Theonas, and Anthony, at Rome","",303,Rome,"",0,0,1,1,april/0419christophertheonas.jpg,0,,1000
1320,4,19,101150,Hieromartyr Paphnutius of Jerusalem,PAPHNUTIUS,Hieromartyr Paphnutius of Jerusalem,"","",Jerusalem,"",0,0,1,1,april/0419paphnutios.jpg,0,,1000
1321,4,19,101151,"St. George the Confessor, Bishop of Antioch in Pisidia",GEORGE,"Saint George the Confessor and Bishop of Antioch, in Pisidia",m,813-820,"Antioch, Pisidia",9th c.,0,0,1,1,april/0419georgeconfessor.jpg,0,,1000
1322,4,19,101152,"St. Tryphon, Patriarch of Constantinople",TRYPHON,"Saint Tryphon, Patriarch of Constantinople",m,933,Constantinople,"",0,0,1,1,april/0419tryphonconstantinople.jpg,0,,1000
1323,4,19,101153,"Ven. Nikēphóros, Abbot of Catabad",NICEPHORUS,"Venerable Nikēphóros, Abbot of Catabad",m,"",Catabad,"",0,0,1,1,"",0,,1000
1324,4,19,101154,Monastic Martyr Agathangelos of Esphigmenou,AGATHANGELUS,"Monastic Martyr Agathangelus of Esphigmenou, Mount Athos","",1819,"Mt. Athos, Esphigmenou","Mt. Athos&mdash;1819",0,0,1,1,april/0419paphnutios-agathangelos-simeon.jpg,0,,1000
1325,4,19,101155,Ven. Simeon of Philotheou,SIMEON,Venerable Simeon of Philotheou,m,16th century,"Mt. Athos, Philotheou","Mt. Athos&mdash;16th c.",0,0,1,1,april/0419paphnutios-agathangelos-simeon.jpg,0,,1000
1326,5,2,205349,St. Matrona of Moscow,MATRONA,Saint Matrona of Moscow,,,"Moscow, Russia",,0,0,1,1,april/0419matronablindmoscow.jpg,0,,1000
1327,4,20,101156,"Ven. Theodore Trichinas (&ldquo;the Hair-shirt Wearer&rdquo;), Hermit, near Constantinople",THEODORE,"Venerable Theodore Trichinas &ldquo;the Hair-Shirt Wearer&rdquo; and Hermit Near Constantinople",m,"",Constantinople,"",0,0,1,1,april/0420theodoretrichinas.jpg,0,,1000
